"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 3","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 4","ip address ip-address mask [ secondary ]
Example:
Device(config-if)# ip address 10.0.0.1 255.255.255.0","Specifies a primary or secondary IP address for an interface."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 5","standby mac-refresh seconds
Example:
Device(config-if)# standby mac-refresh 30","Configures the HSRP client group refresh interval."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 6","standby group-number follow group-name
Example:
Device(config-if)# standby 1 follow HSRP1","Configures an HSRP group as a client group."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 7","exit
Example:
Device(config-if)# exit","Exits to global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Improving CPU and Network Performance with HSRP Multiple Group Optimization","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby mac-refresh seconds
6. standby group-number follow group-name
7. exit
8. Repeat Steps 3 through 6 to configure additional HSRP client groups.","Step 8","Repeat Steps 3 through 6 to configure additional HSRP client groups.","Configures multiple HSRP client groups."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 3","track object-number interface type number { line-protocol | ip routing }
Example:
Device(config)# track 100 interface GigabitEthernet 0/0/0 line-protocol","Configures an interface to be tracked and enters tracking configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 4","exit
Example:
Device(config-track)# exit","Returns to global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 5","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 6","standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
Example:
Device(config-if)# standby 1 track 100 decrement 20","Configures HSRP to track an object and change the Hot Standby priority on the basis of the state of the object. By default, the priority of the device is decreased by 10 if a tracked object goes down. Use the decrement priority-decrement keyword and argument combination to change the default behavior. When multiple tracked objects are down and priority-decrement values have been configured, these configured priority decrements are cumulative. If tracked objects are down, but none of them were configured with priority decrements, the default decrement is 10 and it is cumulative. Use the shutdown keyword to disable the HRSP group on the device when the tracked object goes down. Note If an object is already being tracked by an HSRP group, you cannot change the configuration to use the HSRP Group Shutdown feature. You must first remove the tracking configuration using the no standby track command and then reconfigure it using the standby track command with the shutdown keyword."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Group Shutdown","Configuring HSRP Object Tracking","1. enable
2. configure terminal
3. track object-number interface type number { line-protocol | ip routing }
4. exit
5. interface type number
6. standby [ group-number ] track object-number [ decrement priority-decrement ] [ shutdown ]
7. standby [ group-number ] ip [ ip-address [ secondary ]]
8. end
9. show track [ object-number | brief ] [ interface [ brief ] | ip route [ brief ] | resolution | timers ]","Step 7","standby [ group-number ] ip [ ip-address [ secondary ]]
Example:
Device(config-if)# standby 1 ip 10.10.10.0","Activates HSRP. The default group number is 0. The group number range is from 0 to 255 for HSRP version 1 and from 0 to 4095 for HSRP version 2."
