"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 6","track object-number interface interface-id ip routing
Example:
Device(config)# track 33 interface gigabitethernet 1/0/1 ip routing","(Optional) Creates a tracking list to track the IP routing state of an interface and enter tracking configuration mode. IP route tracking tracks an IP route in the routing table and the ability of an interface to route IP packets. The object-number identifies the tracked object and can be from 1 to 500. The interface interface-id is the interface being tracked."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 7","delay { object-number up seconds [ down seconds ] | [ up seconds ] down seconds }","(Optional) Specifies a period of time in seconds to delay communicating state changes of a tracked object. The range is from 1 to 180 seconds."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 8","end","Returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 9","show track object-number","Verifies that the specified objects are being tracked."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 3","track track-number list threshold { weight }
Example:
Device(config)# track 4 list threshold weight","Configures a tracked list object, and enters tracking configuration mode. The track-number can be from 1 to 500. threshold— Specifies the state of the tracked list based on a threshold. weight— Specifies that the threshold is based on weight."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 4","object object-number [ weight weight-number ]
Example:
Device(config)# object 2 weight 15","Specifies the object to be tracked. The range is from 1 to 500. The optional weight weight-number specifies the threshold weight for the object. The range is from 1 to 255. Note An object must exist before you can add it to a tracked list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 5","threshold weight { up number | [ down number ]}
Example:
Device(config-track)# threshold weight up 30 down 10","(Optional) Specifies the threshold weight. up number— The range is from 1 to 255. down number— (Optional)The range depends on the number selected for the up number . If you configure the up number as 25, the range shown for the down number is 0 to 24."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 6","delay { up seconds [ down seconds ] | [ up seconds ] down seconds }","(Optional) Specifies a period of time in seconds to delay communicating state changes of a tracked object. The range is from 1 to 180 seconds."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 7","end","Returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 8","show track object-number","Verify that the specified objects are being tracked."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Weight Threshold","","Step 9","copy running-config startup-config
Example:
Device# copy running-config startup-config","(Optional) Saves your entries in the configuration file."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 3","track track-number list threshold { percentage }
Example:
Device(config)# track 4 list threshold percentage","Configures a tracked list object, and enters tracking configuration mode. The track-number can be from 1 to 500. threshold— Specifies the state of the tracked list based on a threshold. percentage— Specifies that the threshold is based on percentage."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 4","object object-number
Example:
Device(config)# object 1","Specifies the object to be tracked. The range is from 1 to 500. Note An object must exist before you can add it to a tracked list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 5","threshold percentage { up number | [ down number ]}
Example:
Device(config)# threshold percentage up 51 down 10","(Optional) Specifies the threshold percentage. up number— The range is from 1 to 100. down number— (Optional)The range depends on the number selected for the up number . If you configure the up number as 25, the range shown for the down number is 0 to 24."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 6","delay { up seconds [ down seconds ] | [ up seconds ] down seconds }","(Optional) Specifies a period of time in seconds to delay communicating state changes of a tracked object. The range is from 1 to 180 seconds."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 7","end","Returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 8","show track object-number","Verify that the specified objects are being tracked."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracked Lists - Configuring a Tracked List with a Percentage Threshold","","Step 9","copy running-config startup-config
Example:
Device# copy running-config startup-config","(Optional) Saves your entries in the configuration file."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring HSRP Object Tracking - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring HSRP Object Tracking - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring HSRP Object Tracking - Procedure","","Step 3","track object-number { interface interface-id { line-protocol | ip routing } | ip route ip address/prefix-length { metric threshold | reachability } list { boolean { and | or }} | { threshold { weight | percentage }}}","(Optional) Create a tracking list to track the configured state and enter tracking configuration mode. The object-number identifies the tracked object and can be from 1 to 500. Enter interface interface-id to select an interface to track. Enter line-protocol to track the interface line protocol state or enter ip routing to track the interface IP routing state . Enter ip route ip-address/prefix-length to track the state of an IP route. Enter metric threshold to track the threshold metric or enter reachability to track if the route is reachable. The default up threshold is 254 and the default down threshold is 255. Enter list to track objects grouped in a list. Note Repeat this step for each interface to be tracked."
